pl_name,pl_bmasse,pl_rade,pl_pubdate,pl_controv_flag,pl_bmasseerr1,pl_bmasseerr2,pl_radeerr1,pl_radeerr2,soltype,disc_refname,pl_refname
GJ 436 b,23.424071,4.091285,2010-11,0,1.716282,-1.716282,0.201762,-0.201762,Published Confirmed,<a refstr=BUTLER_ET_AL__2004 href=https://ui.adsabs.harvard.edu/abs/2004ApJ...617..580B/abstract target=ref> Butler et al. 2004 </a>,<a refstr=SOUTHWORTH_2010 href=https://ui.adsabs.harvard.edu/abs/2010MNRAS.408.1689S/abstract target=ref> Southworth 2010 </a>
WASP-31 b,151.916,17.363,2011-07,0,9.217,-9.217,0.56,-0.56,Published Confirmed,<a refstr=ANDERSON_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011A&A...531A..60A/abstract target=ref> Anderson et al. 2011</a>,<a refstr=ANDERSON_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011A&A...531A..60A/abstract target=ref> Anderson et al. 2011</a>
HAT-P-4 b,213.255,14.28,2008-04,0,10.488,-13.984,0.549,-0.673,Published Confirmed,<a refstr=KOVACS_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007ApJ...670L..41K/abstract target=ref> Kovacs et al. 2007 </a>,<a refstr=TORRES_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...677.1324T/abstract target=ref> Torres et al. 2008 </a>
WASP-130 b,390.9309,9.97601,2017-03,0,12.7132,-12.7132,0.33627,-0.33627,Published Confirmed,<a refstr=HELLIER_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.465.3693H/abstract target=ref>Hellier et al. 2017</a>,<a refstr=HELLIER_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.465.3693H/abstract target=ref>Hellier et al. 2017</a>
TRAPPIST-1 d,0.388,0.788,2021-02,0,0.012,-0.012,0.011,-0.01,Published Confirmed,<a refstr=GILLON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016Natur.533..221G/abstract target=ref>Gillon et al. 2016</a>,<a refstr=AGOL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2....1A/abstract target=ref>Agol et al. 2021</a>
WASP-103 b,467.2101,18.450014,2016-11,0,34.9613,-41.3179,0.582868,-0.67254,Published Confirmed,<a refstr=GILLON_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A%26A...562L...3G/abstract target=ref> Gillon et al. 2014 </a>,<a refstr=SOUTHWORTH__AMP__EVANS_2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.463...37S/abstract target=ref>Southworth &amp; Evans 2016</a>
Kepler-75 b,3210.083,11.76945,2017-06,0,114.4188,-111.2405,0.33627,-0.33627,Published Confirmed,<a refstr=HEBRARD_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...554A.114H/abstract target=ref> Hebrard et al. 2013 </a>,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>
WASP-28 b,287.95398,13.596517,2017-06,0,14.62018,-13.98452,0.470778,-0.470778,Published Confirmed,<a refstr=PETRUCCI_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015MNRAS.446.1389P/abstract target=ref>Petrucci et al. 2015</a>,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>
TOI-1807 b,2.57,1.37,2022-06,0,0.5,-0.5,0.09,-0.09,Published Confirmed,<a refstr=HEDGES_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162...54H/abstract target=ref>Hedges et al. 2021</a>,<a refstr=NARDIELLO_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220603496N/abstract target=ref>Nardiello et al. 2022</a>
HATS-30 b,224.38798,13.170575,2016-10,0,12.39537,-12.39537,0.582868,-0.582868,Published Confirmed,<a refstr=ESPINOZA_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..108E/abstract target=ref>Espinoza et al. 2016</a>,<a refstr=ESPINOZA_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..108E/abstract target=ref>Espinoza et al. 2016</a>
TrES-2 b,380.744,13.103,2011-01,0,16.844,-16.844,0.381,-0.381,Published Confirmed,<a refstr=O_DONOVAN_ET_AL__2006 href=https://ui.adsabs.harvard.edu/abs/2006ApJ...651L..61O/abstract target=ref> O'Donovan et al. 2006 </a>,<a refstr=CHRISTIANSEN_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...726...94C/abstract target=ref> Christiansen et al. 2011 </a>
TIC 172900988 b,845.7,11.15,2021-12,0,4.7,-4.7,0.41,-0.41,Published Confirmed,<a refstr=KOSTOV_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..234K/abstract target=ref>Kostov et al. 2021</a>,<a refstr=KOSTOV_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..234K/abstract target=ref>Kostov et al. 2021</a>
HIP 9618 c,18.3,3.343,2023-08,0,1.7,-1.7,0.039,-0.039,Published Confirmed,<a refstr=OSBORN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.523.3069O/abstract target=ref>Osborn et al. 2023</a>,<a refstr=OSBORN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.523.3069O/abstract target=ref>Osborn et al. 2023</a>
TOI-4153 b,365.50266805,16.11851425,2024-07,0,57.20911326,-57.20911326,0.50440413,-0.47077719,Published Confirmed,<a refstr=SCHULTE_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....168...32S/abstract target=ref>Schulte et al. 2024</a>,<a refstr=SCHULTE_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....168...32S/abstract target=ref>Schulte et al. 2024</a>
TOI-2570 b,260.61929374,13.64132951,2022-08,0,20.02318964,-20.65884645,0.39231432,-0.38110534,Published Confirmed,<a refstr=YEE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...70Y/abstract target=ref>Yee et al. 2022</a>,<a refstr=YEE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...70Y/abstract target=ref>Yee et al. 2022</a>
HATS-4 b,420.471,11.433,2014-08,0,8.899,-8.899,0.415,-0.415,Published Confirmed,<a refstr=JORDAN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014AJ....148...29J/abstract target=ref> Jordan et al. 2014 </a>,<a refstr=JORDAN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014AJ....148...29J/abstract target=ref> Jordan et al. 2014 </a>
WASP-24 b,352.47347,14.605327,2014-10,0,17.16282,-17.16282,0.526823,-0.526823,Published Confirmed,<a refstr=STREET_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...720..337S/abstract target=ref> Street et al. 2010 </a>,<a refstr=SOUTHWORTH_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.444..776S/abstract target=ref>Southworth et al. 2014</a>
KELT-8 b,272.69814,20.84874,2017-06,0,16.84499,-16.20933,2.01762,-1.79344,Published Confirmed,<a refstr=FULTON_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...810...30F/abstract target=ref>Fulton et al. 2015</a>,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>
XO-1 b,291.76794,13.518054,2008-04,0,25.74423,-24.79074,0.526823,-0.470778,Published Confirmed,<a refstr=MCCULLOUGH_ET_AL__2006 href=https://ui.adsabs.harvard.edu/abs/2006ApJ...648.1228M/abstract target=ref> McCullough et al. 2006 </a>,<a refstr=TORRES_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...677.1324T/abstract target=ref> Torres et al. 2008 </a>
HD 213885 b,8.83,1.745,2020-01,0,0.66,-0.65,0.051,-0.052,Published Confirmed,<a refstr=ESPINOZA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.491.2982E/abstract target=ref>Espinoza et al. 2020</a>,<a refstr=ESPINOZA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.491.2982E/abstract target=ref>Espinoza et al. 2020</a>
WASP-4 b,376.94638,14.807089,2019-06,0,28.6047,-31.14734,0.437151,-0.437151,Published Confirmed,<a refstr=WILSON_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...675L.113W/abstract target=ref> Wilson et al. 2008 </a>,<a refstr=BOUMA_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..217B/abstract target=ref>Bouma et al. 2019</a>
2MASS J02192210-3925225 b,4417.837,16.14096,2015-06,0,349.613,-349.613,0.33627,-0.33627,Published Confirmed,<a refstr=ARTIGAU_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..254A/abstract target=ref>Artigau et al. 2015</a>,<a refstr=ARTIGAU_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..254A/abstract target=ref>Artigau et al. 2015</a>
TRAPPIST-1 f,0.934,1.046,2018-05,0,0.08,-0.078,0.029,-0.03,Published Confirmed,<a refstr=GILLON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016Natur.533..221G/abstract target=ref>Gillon et al. 2016</a>,<a refstr=GRIMM_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...613A..68G/abstract target=ref>Grimm et al. 2018</a>
LP 791-18 c,7.1,2.438,2023-05,0,0.7,-0.7,0.096,-0.096,Published Confirmed,<a refstr=CROSSFIELD_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...883L..16C/abstract target=ref>Crossfield et al. 2019</a>,<a refstr=PETERSON_ET_AL__2023 href=https://www.nature.com/articles/s41586-023-05934-8 target=ref>Peterson et al. 2023</a>
TIC 46432937 b,1017.0509024,13.31626907,2024-07,0,34.96112477,-34.96112477,0.33626942,-0.33626942,Published Confirmed,<a refstr=HARTMAN_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240707187H/abstract target=ref>Hartman et al. 2024</a>,<a refstr=HARTMAN_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240707187H/abstract target=ref>Hartman et al. 2024</a>
Kepler-1704 b,1322.16617312,11.94877343,2021-10,0,92.17023803,-88.99195396,0.49319515,-0.47077719,Published Confirmed,<a refstr=DALBA_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..154D/abstract target=ref>Dalba et al. 2021</a>,<a refstr=DALBA_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..154D/abstract target=ref>Dalba et al. 2021</a>
TrES-3 b,607.0553,14.627745,2010-11,0,20.02329,-24.15508,0.313852,-0.302643,Published Confirmed,<a refstr=O_DONOVAN_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007ApJ...663L..37O/abstract target=ref> O'Donovan et al. 2007 </a>,<a refstr=SOUTHWORTH_2010 href=https://ui.adsabs.harvard.edu/abs/2010MNRAS.408.1689S/abstract target=ref> Southworth 2010 </a>
HAT-P-5 b,324.1866,14.056086,2017-06,0,31.783,-31.783,0.571659,-0.627704,Published Confirmed,<a refstr=BAKOS_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007ApJ...671L.173B/abstract target=ref> Bakos et al. 2007 </a>,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>
WASP-54 b,192.60498,18.528477,2017-06,0,5.72094,-5.72094,1.00881,-0.930347,Published Confirmed,<a refstr=FAEDI_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...551A..73F/abstract target=ref> Faedi et al. 2013 </a>,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>
TOI-2803 A b,309.88269682,18.11371281,2023-03,0,26.37975778,-22.24798849,0.38110534,-0.35868738,Published Confirmed,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>
WASP-53 b,677.61356,12.038466,2017-05,0,29.24036,-29.87602,0.414733,-0.414733,Published Confirmed,<a refstr=TRIAUD_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.467.1714T/abstract target=ref>Triaud et al. 2017</a>,<a refstr=TRIAUD_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.467.1714T/abstract target=ref>Triaud et al. 2017</a>
WASP-12 b,454.4969,20.456425,2012-10,0,44.4962,-44.4962,1.053646,-1.053646,Published Confirmed,<a refstr=HEBB_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...693.1920H/abstract target=ref> Hebb et al. 2009 </a>,<a refstr=SOUTHWORTH_2012 href=https://ui.adsabs.harvard.edu/abs/2012MNRAS.426.1291S/abstract target=ref>Southworth 2012</a>
HAT-P-25 b,180.84527,12.722215,2018-06,0,7.31009,-6.99226,0.538032,-0.538032,Published Confirmed,<a refstr=QUINN_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010arXiv1008.3565Q/abstract target=ref> Quinn et al. 2010 </a>,<a refstr=WANG_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018PASP..130f4401W/abstract target=ref>Wang et al. 2018</a>
TOI-1181 b,377.0,16.1966394,2024-06,0,17.0,-17.0,0.33215476,-0.33639711,Published Confirmed,<a refstr=KAB_AACUTE_TH_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220501860K/abstract target=ref>Kab&aacute;th et al. 2022</a>,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>
TOI-1634 b,10.14,1.749,2021-10,0,0.95,-0.95,0.079,-0.079,Published Confirmed,<a refstr=CLOUTIER_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162...79C/abstract target=ref>Cloutier et al. 2021</a>,<a refstr=HIRANO_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..161H/abstract target=ref>Hirano et al. 2021</a>
HD 189733 b,359.1479,12.66617,2017-03,0,25.4264,-25.4264,0.11209,-0.11209,Published Confirmed,<a refstr=BOUCHY_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005A&A...444L..15B/abstract target=ref> Bouchy et al. 2005 </a>,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>
HAT-P-37 b,378.2177,13.798279,2016-01,0,34.9613,-34.9613,0.538032,-0.481987,Published Confirmed,<a refstr=BAKOS_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012arXiv1201.0659B/abstract target=ref> Bakos et al. 2012 </a>,<a refstr=MACIEJEWSKI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AcA....66...55M/abstract target=ref>Maciejewski et al. 2016</a>
TOI-3331 A b,721.47048389,12.97999965,2022-08,0,50.85254512,-50.85254512,0.48198617,-0.48198617,Published Confirmed,<a refstr=YEE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...70Y/abstract target=ref>Yee et al. 2022</a>,<a refstr=YEE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...70Y/abstract target=ref>Yee et al. 2022</a>
Kepler-7 b,143.97699,18.483641,2012-10,0,21.61244,-21.61244,0.425942,-0.425942,Published Confirmed,<a refstr=LATHAM_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...713L.140L/abstract target=ref> Latham et al. 2010 </a>,<a refstr=SOUTHWORTH_2012 href=https://ui.adsabs.harvard.edu/abs/2012MNRAS.426.1291S/abstract target=ref>Southworth 2012</a>
Kepler-26 b,4.85,3.22,2023-01,0,0.44,-0.42,0.15,-0.15,Published Confirmed,<a refstr=STEFFEN_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012MNRAS.421.2342S/abstract target=ref> Steffen et al. 2012 </a>,<a refstr=LELEU_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...669A.117L/abstract target=ref>Leleu et al. 2023</a>
WASP-42 b,159.23283,11.915167,2017-06,0,10.80622,-10.80622,0.571659,-0.571659,Published Confirmed,<a refstr=LENDL_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012A%26A...544A..72L/abstract target=ref> Lendl et al. 2012 </a>,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>
Kepler-412 b,298.43,14.852,2014-04,0,27.014,-27.014,0.482,-0.482,Published Confirmed,<a refstr=DELEUIL_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A%26A...564A..56D/abstract target=ref> Deleuil et al. 2014 </a>,<a refstr=DELEUIL_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A%26A...564A..56D/abstract target=ref> Deleuil et al. 2014 </a>
HAT-P-12 b,63.88383,10.301071,2018-05,0,3.49613,-3.49613,0.257807,-0.257807,Published Confirmed,<a refstr=HARTMAN_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...706..785H/abstract target=ref> Hartman et al. 2009 </a>,<a refstr=MANCINI_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...613A..41M/abstract target=ref>Mancini et al. 2018</a>
TrES-5 b,565.078,13.552,2011-11,0,20.022,-20.022,0.235,-0.235,Published Confirmed,<a refstr=MANDUSHEV_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011arXiv1108.3572M/abstract target=ref> Mandushev et al. 2011 </a>,<a refstr=MANDUSHEV_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011arXiv1108.3572M/abstract target=ref> Mandushev et al. 2011 </a>
Kepler-5 b,648.3732,13.56289,2011-11,0,15.25584,-13.03103,0.392315,-0.33627,Published Confirmed,<a refstr=KOCH_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...713L.131K/abstract target=ref> Koch et al. 2010 </a>,<a refstr=SOUTHWORTH_2011 href=https://ui.adsabs.harvard.edu/abs/2011MNRAS.417.2166S/abstract target=ref>Southworth 2011</a>
WASP-1 b,273.3338,16.634156,2010-11,0,22.88376,-22.88376,0.661331,-1.020019,Published Confirmed,<a refstr=COLLIER_CAMERON_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007MNRAS.375..951C/abstract target=ref> Collier Cameron et al. 2007 </a>,<a refstr=SOUTHWORTH_2010 href=https://ui.adsabs.harvard.edu/abs/2010MNRAS.408.1689S/abstract target=ref> Southworth 2010 </a>
WASP-6 b,160.0,13.72,2009-07,0,6.0,-12.0,0.57,-0.58,Published Confirmed,<a refstr=TREGLOAN_REED_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015MNRAS.450.1760T/abstract target=ref>Tregloan-Reed et al. 2015</a>,<a refstr=GILLON_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009A&A...501..785G/abstract target=ref> Gillon et al. 2009 </a>
HAT-P-50 b,429.0705,14.437192,2015-12,0,23.20159,-23.20159,0.717376,-0.717376,Published Confirmed,<a refstr=HARTMAN_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015AJ....150..168H/abstract target=ref>Hartman et al. 2015</a>,<a refstr=HARTMAN_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015AJ....150..168H/abstract target=ref>Hartman et al. 2015</a>
NGTS-30 b,305.11527072,10.40193409,2024-04,0,17.79839079,-17.79839079,0.35868738,-0.35868738,Published Confirmed,<a refstr=BATTLEY_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240402974B/abstract target=ref>Battley et al. 2024</a>,<a refstr=BATTLEY_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240402974B/abstract target=ref>Battley et al. 2024</a>
WASP-103 b,473.5667,17.127352,2016-05,0,27.96904,-27.96904,0.818257,-0.526823,Published Confirmed,<a refstr=GILLON_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A%26A...562L...3G/abstract target=ref> Gillon et al. 2014 </a>,<a refstr=ADDISON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...823...29A/abstract target=ref>Addison et al. 2016</a>
HAT-P-33 b,242.176,18.898,2011-11,0,32.099,-32.099,0.504,-0.504,Published Confirmed,<a refstr=HARTMAN_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011arXiv1106.1212H/abstract target=ref> Hartman et al. 2011 </a>,<a refstr=HARTMAN_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011arXiv1106.1212H/abstract target=ref> Hartman et al. 2011 </a>
HAT-P-51 b,98.20947,14.493237,2015-12,0,5.72094,-5.72094,0.605286,-0.605286,Published Confirmed,<a refstr=HARTMAN_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015AJ....150..168H/abstract target=ref>Hartman et al. 2015</a>,<a refstr=HARTMAN_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015AJ....150..168H/abstract target=ref>Hartman et al. 2015</a>
K2-141 b,5.08,1.51,2018-03,0,0.41,-0.41,0.05,-0.05,Published Confirmed,<a refstr=MALAVOLTA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..107M/abstract target=ref>Malavolta et al. 2018</a>,<a refstr=MALAVOLTA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..107M/abstract target=ref>Malavolta et al. 2018</a>
WASP-52 b,145.88397,14.23543,2017-06,0,6.99226,-6.67443,0.33627,-0.33627,Published Confirmed,<a refstr=HEBRARD_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...549A.134H/abstract target=ref> Hebrard et al. 2013 </a>,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>
HAT-P-11 b,26.69772,4.449973,2011-11,0,2.22481,-2.22481,0.100881,-0.100881,Published Confirmed,<a refstr=BAKOS_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...710.1724B/abstract target=ref> Bakos et al. 2010 </a>,<a refstr=SOUTHWORTH_2011 href=https://ui.adsabs.harvard.edu/abs/2011MNRAS.417.2166S/abstract target=ref>Southworth 2011</a>
Kepler-435 b,266.97,22.31,2015-03,0,47.67,-47.67,2.02,-2.02,Published Confirmed,<a refstr=ALMENARA_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...575A..71A/abstract target=ref>Almenara et al. 2015</a>,<a refstr=ALMENARA_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...575A..71A/abstract target=ref>Almenara et al. 2015</a>
HATS-35 b,388.38826,16.409976,2016-12,0,24.79074,-24.79074,0.773421,-0.493196,Published Confirmed,<a refstr=DE_VAL_BORRO_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..161D/abstract target=ref>de Val-Borro et al. 2016</a>,<a refstr=DE_VAL_BORRO_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..161D/abstract target=ref>de Val-Borro et al. 2016</a>
K2-99 b,276.51071409,11.88151954,2022-03,0,6.35656814,-6.35656814,0.11208981,-0.11208981,Published Confirmed,<a refstr=SMITH_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.464.2708S/abstract target=ref>Smith et al. 2017</a>,<a refstr=SMITH_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.510.5035S/abstract target=ref>Smith et al. 2022</a>
WASP-17 b,162.72896,22.317119,2017-06,0,11.75971,-11.75971,0.907929,-0.907929,Published Confirmed,<a refstr=ANDERSON_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...709..159A/abstract target=ref> Anderson et al. 2010 </a>,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>
TOI-2010 b,408.7273314,11.81426566,2023-12,0,17.48056238,-18.1162192,0.30264248,-0.30264248,Published Confirmed,<a refstr=MANN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv231110232M/abstract target=ref>Mann et al. 2023</a>,<a refstr=MANN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv231110232M/abstract target=ref>Mann et al. 2023</a>
NGTS-8 b,295.5819,12.21781,2020-01,0,12.7132,-9.5349,0.33627,-0.33627,Published Confirmed,<a refstr=COSTES_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.491.2834C/abstract target=ref>Costes et al. 2020</a>,<a refstr=COSTES_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.491.2834C/abstract target=ref>Costes et al. 2020</a>
TOI-1798.02,5.6,1.39939037,2024-06,0,0.8,-0.7,0.0683807,-0.058212,Published Confirmed,<a refstr=HORD_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167..233H/abstract target=ref>Hord et al. 2024</a>,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>
K2-132 b,157.32585,12.206601,2018-06,0,2.161244,-2.002329,0.067254,-0.067254,Published Confirmed,<a refstr=GRUNBLATT_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..254G/abstract target=ref>Grunblatt et al. 2017</a>,<a refstr=JONES_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...613A..76J/abstract target=ref>Jones et al. 2018</a>
WASP-84 b,220.57402,10.558878,2017-06,0,15.57367,-14.93801,0.246598,-0.246598,Published Confirmed,<a refstr=ANDERSON_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.445.1114A/abstract target=ref>Anderson et al. 2014</a>,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>
HAT-P-36 b,588.62116,14.616536,2015-07,0,30.19385,-30.19385,0.280225,-0.280225,Published Confirmed,<a refstr=BAKOS_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012arXiv1201.0659B/abstract target=ref> Bakos et al. 2012 </a>,<a refstr=MANCINI_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...579A.136M/abstract target=ref>Mancini et al. 2015</a>
